date,year,week,hour,dayOfMonth,day_x_hour,lagged_revenue_D_1,lagged_revenue_H_1,holiday_mean_encoded,current_weather_component_1,current_weather_component_2,weather_diff_to_exp_component_1,coronaImpact,yhat
2018-11-23 12:00:00,2018,47,12,23,512,6889.956805151967,762.6388125343595,762.6388125343595,-0.3770671419057328,-0.142324187776084,-0.304730077744955,1.0,541.3390402890128
2018-11-23 13:00:00,2018,47,13,23,513,6889.956805151967,424.83507421660255,424.8350742166025,-0.2627939239272809,-0.1860747752852913,-0.2110072925594208,1.0,320.6695201445064
2018-11-23 14:00:00,2018,47,14,23,514,6889.956805151967,343.83099034006125,343.8309903400611,-0.1443905667671073,-0.2393740845638435,-0.1175024374821958,1.0,702.1216523992775
2018-11-23 15:00:00,2018,47,15,23,515,6889.956805151967,381.7226890756303,381.7226890756304,-0.0367691814235646,-0.272031472010952,-0.0305669629949856,1.0,387.6780805780256
2018-11-23 16:00:00,2018,47,16,23,516,6889.956805151967,110.4201680672269,110.42016806722684,0.0825791133624094,-0.3050201749992576,0.0617232210662662,1.0,438.3424958768554
2018-11-23 17:00:00,2018,47,17,23,517,6889.956805151967,525.3278881646116,525.3278881646114,0.2068647018374915,-0.3385374483314212,0.1601576924144205,1.0,578.0817560669128
2018-11-23 18:00:00,2018,47,18,23,518,6889.956805151967,999.9414906149376,999.9414906149376,0.3273558516337783,-0.3589379927716637,0.2522311759660122,1.0,923.3625225791252
2018-11-23 19:00:00,2018,47,19,23,519,6889.956805151967,766.4097227676118,766.4097227676117,0.3162022589123786,-0.3534355425939895,0.2324767309026767,1.0,1099.5672661588
2018-11-23 20:00:00,2018,47,20,23,520,6889.956805151967,825.5603549831147,825.5603549831147,0.3022247554861414,-0.3315167497007222,0.210178357699921,1.0,894.8319327731093
2018-11-23 21:00:00,2018,47,21,23,521,6889.956805151967,662.5889421189037,662.5889421189039,0.2910711627647417,-0.3260142995230481,0.1901624268521356,1.0,934.6143878111992
2018-11-23 22:00:00,2018,47,22,23,522,6889.956805151967,922.436974789916,922.436974789916,0.4048257334852436,-0.3356882218463389,0.2185374998542931,1.0,884.7478991596639
2018-11-23 23:00:00,2018,47,23,23,523,6889.956805151967,164.2436974789916,164.2436974789916,0.4965856937616845,-0.3459101966575356,0.2464843891019196,1.0,599.5605905913768
2018-11-24 12:00:00,2018,47,12,24,612,7549.872378858085,390.60354983114746,390.60354983114735,-0.2867641420513319,0.1114521070829521,-0.3083161265508244,1.0,500.7708316971649
2018-11-24 13:00:00,2018,47,13,24,613,7549.872378858085,428.7072960025132,428.7072960025131,-0.2075909045274233,0.0878559747681523,-0.2423819146629462,1.0,672.2084347757796
2018-11-24 14:00:00,2018,47,14,24,614,7549.872378858085,489.91596638655466,489.91596638655454,-0.1228333666671815,0.0545572739821207,-0.1705851401637907,1.0,671.8821173329145
2018-11-24 15:00:00,2018,47,15,24,615,7549.872378858085,602.3109243697479,602.3109243697479,-0.0387228354541649,0.0304325713234627,-0.0986786056777614,1.0,728.9495798319329
2018-11-24 16:00:00,2018,47,16,24,616,7549.872378858085,301.84481269143174,301.8448126914316,-0.0592812084215711,-0.0337654534162734,-0.1116497647728153,1.0,506.5440194769497
